
1,1753,300040100410201101021020100001113010,000000104014031101201000103201112010,3b0040100410201101021020100001113010,druudld


2,1754,100140030001010120110002113421110101,100140003201010142113020110001110101,1001400300b1010120110002113421110101,drruurl


3,1755,111041112110000013001110411020300020,111041110110040213001112011302000000,11104111211000b013001110411020300020,drurdru


4,1756,000011223000010010111143111101041002,200311203000010010111140111101401200,000011223b00010010111143111101041002,uulddlu


5,1757,020013001001011043001142000000100002,000213001001011003001102000042100004,02b013001001011043001142000000100002,ddlurrr


6,1758,000010131000120211241011011401031100,022310101420104011001011011001031100,000010131000120211241b11011401031100,dururuu


7,1759,022110111000110010030213004041100000,022110111000110013000010000201134400,02211011100b110010030213004041100000,ululdrd


8,1760,411101000013000020010100040003102002,011101040010000032014130000220100000,411101b00013000020010100040003102002,dlldruu


9,1761,110020011101001402030210113140101010,110000011121001020000314113102101014,11002001110100140203b210113140101010,drrdurd


10,1762,010401111000101100010012013120031124,010001111004101102310314010102001102,0104011110b0101100010012013120031124,dluurdru
